goblin-hmc-sim, 2401, 1999
ftobjectlibrary, 42172, 749476
fox, 42336, 755237
fpocket, 42727, 764906
freebayes, 42568, 761149
gosam-contrib, 2402, 2006
ftgl, 42316, 754174
gcc, 43321, 755532
gasnet, 42199, 751438
g2o, 43418, 788941
fd-find, 42148, 749416
flann, 42352, 753141
feh, 42278, 755711
gnutls, 6670, 95161
everytrace-example, 42254, 754245
fgsl, 42270, 754839
exasp2, 42283, 759489
dsqss, 43825, 775335
etsf-io, 43500, 790199
fasttransforms, 42360, 756252
fdb, 44226, 812803
dihydrogen, 51145, 816502
fides, 51962, 844567
draco, 51655, 924980
ffr, 42245, 753956
emacs, 43542, 761060
filo, 42387, 763603
elemental, 42761, 770996
er, 42439, 770066
fish, 42360, 750267
exodusii, 42814, 767137
elpa, 44740, 782972
find-circ, 47216, 866916
evtgen, 49493, 903756
flecsi, 53617, 889141
fenics, 69435, 1115809
elsi, 68005, 1056788
gdb, 42132, 752690
exago, 76347, 1091032
gatk, 42543, 758311
fuse-overlayfs, 6828, 94261
gconf, 7993, 132715
gccxml, 42173, 749483
gperf, 2402, 2006
ginac, 42315, 752087
geos, 42279, 749895
gamess-ri-mp2-miniapp, 42154, 752336
gperftools, 3251, 22547
geode, 42151, 749782
gengeo, 42181, 750174
gtkorvo-enet, 2402, 2006
gurobi, 6318, 87371
global, 2563, 5528
ftk, 47368, 846116
glimmer, 2401, 1999
genometools, 42175, 749710
grabix, 2411, 2020
gflags, 42174, 749485
genomeworks, 43671, 752467
gprolog, 2401, 1999
grep, 2401, 1999
graphmap, 2436, 2864
gaudi, 51318, 945674
gdk-pixbuf, 42132, 746798
genesis, 43617, 755654
freeglut, 42401, 757569
git-annex, 42172, 749454
fseq, 42148, 749766
genomefinisher, 42156, 749788
gts, 7140, 98824
gmime, 7397, 106120
git-lfs, 42275, 749819
gitconddb, 42681, 759172
git-imerge, 42258, 749722
guile, 6491, 91319
gzip, 6551, 93709
gtk-doc, 7150, 104350
gpu-burn, 8148, 92025
glm, 42276, 749691
ghost, 44002, 773143
git-fat-git, 42240, 753684
git, 42132, 746827
gmodel, 42172, 749476
gaussian-view, 42540, 757230
fortrilinos, 60745, 962570
gearshifft, 43663, 779438
giraph, 42173, 749959
grnboost, 8261, 7062
haproxy, 2402, 2006
hapdip, 2451, 3665
hama, 2401, 1999
hbm-dramsim2, 2401, 1999
glew, 42191, 750101
gchp, 43886, 802501
gatepet2stir, 49673, 911739
gdal, 47154, 880483
hcoll, 2401, 1999
fenics-dolfinx, 67251, 1072472
gloo, 43540, 752205
hapcut2, 2436, 2864
hardlink, 2402, 2006
half, 2402, 2006
help2man, 2912, 12710
heputils, 2415, 2097
geopm, 50207, 921183
fujitsu-fftw, 42440, 751622
hevea, 2603, 6560
hicolor-icon-theme, 2401, 1999
heppdt, 2406, 2034
hashcat, 2405, 2027
highwayhash, 2401, 1999
haveged, 2401, 1999
gdl, 44756, 830653
giblib, 42237, 754133
hisat2, 2402, 2006
googletest, 42132, 749525
hiredis, 2404, 2020
gobject-introspection, 42132, 746795
ghostscript, 42132, 746806
gl2ps, 42676, 763193
gnupg, 44014, 774648
gpi-2, 42224, 751962
hotspot, 2401, 1999
ginkgo, 47441, 795164
gnuplot, 42350, 754868
go-bootstrap, 42132, 746812
gpdb, 42542, 760561
hivex, 2911, 12703
gpgme, 44039, 777549
gnuradio, 43853, 808360
gotcha, 42182, 749522
grafana, 42151, 749439
graphite2, 42132, 746810
grads, 42521, 763517
gmtsar, 48735, 927934
grandr, 42331, 756111
gplates, 47869, 901418
hsakmt, 2401, 1999
hsf-cmaketools, 2402, 2006
gmt, 48689, 924684
gradle, 42224, 750298
gatetools, 63816, 1202800
glog, 42204, 752250
gtkorvo-atl, 42221, 752289
h2database, 42162, 749952
guacamole-server, 42186, 750642
gsl, 42202, 751645
http-post, 2401, 1999
http-ping, 2401, 1999
http-parser, 2404, 2020
gtkorvo-dill, 42174, 749490
http-load, 2401, 1999
http-get, 2401, 1999
hpcx-mpi, 2405, 1998
gtkorvo-cercs-env, 42173, 749483
httperf, 3141, 20465
hstr, 3156, 20729
htop, 6266, 87379
graph500, 42156, 751060
httpd, 6618, 96333
hw-probe, 2403, 2013
hwdata, 2402, 2006
hacckernels, 42172, 749476
graphlib, 42174, 749485
guacamole-client, 42154, 749891
hunspell, 6279, 87740
hcol, 42189, 752087
hepmc, 42287, 749750
graphicsmagick, 42841, 770672
gsettings-desktop-schemas, 42190, 749995
hal, 42200, 751647
henson, 42208, 751411
gr-osmosdr, 44017, 815662
geant4, 53012, 940581
h5part, 42155, 751178
hackrf-host, 42424, 755798
hazelcast, 42166, 749951
grace, 43169, 779716
hybridsim, 2433, 3607
graphblast, 43513, 751980
h5z-zfp, 43838, 755872
graphviz, 42660, 762045
grackle, 42173, 751353
go-md2man, 42148, 749416
h5cpp, 42291, 751594
gunrock, 43759, 759103
go, 42132, 746883
idl, 2400, 1992
id3lib, 2437, 2869
hepmc3, 49493, 903765
idba, 3141, 20465
glvis, 86596, 1214292
hyphen, 3142, 20472
ico, 3389, 28356
h5hut, 42210, 751298
hdf5-blosc, 42389, 755834
gtkmm, 42283, 757576
grpc, 42621, 762334
igraph, 6258, 87241
glib-networking, 42376, 756517
hip, 42132, 746753
hdf5, 42132, 746819
grib-api, 42983, 769506
hdfview, 42359, 757134
gtksourceview, 42272, 751513
highfive, 42252, 749902
genie, 49693, 909777
guidance, 43677, 815489
graylog2-server, 42153, 749796
hiop, 54245, 838915
hohqmesh, 42219, 752276
influxdb, 2400, 1992
ibm-java, 2453, 2088
genfit, 49631, 912710
iniparser, 2404, 2020
h5utils, 45102, 839782
inputproto, 2512, 4611
intel-daal, 2425, 2138
harminv, 42154, 751310
geant4-vmc, 53236, 947476
hbase, 42152, 749784
frontistr, 60727, 967215
glfw, 42974, 773294
harfbuzz, 42132, 746804
globalarrays, 42391, 765966
gource, 42627, 763049
iceauth, 2601, 8275
haploview, 42148, 749766
hadoop, 42155, 749810
hibench, 42161, 749945
gate, 53770, 968605
hepmcanalysis, 49852, 910475
hive, 42172, 752418
intel-oneapi-dal, 2436, 2848
intel-oneapi-dpl, 2401, 1999
intel-oneapi-vpl, 2402, 2006
intel-ipp, 2423, 2124
ilmbase, 2405, 2027
ike-scan, 2401, 1999
intel-oneapi-compilers, 2423, 2842
intel-oneapi-ippcp, 2403, 2013
intel-pin, 2407, 2041
intel, 2511, 2423
intel-oneapi-vtune, 2401, 1999
