bpp-phyl-omics, 2, 0, 0
adept-utils, 0, 1, 4.936175584793091
bcache, 0, 1, 4.334265232086182
brigand, 1, 0, 0
brigand, 2, 0, 0
amg2013, 1, 0, 0
amg2013, 2, 0, 0
bazel, 0, 1, 4.410855531692505
appres, 1, 0, 0
appres, 2, 0, 0
brotli, 1, 0, 0
brotli, 2, 0, 0
cassandra, 0, 1, 0.19637322425842285
cassandra, 1, 0, 0
cassandra, 2, 0, 0
bsseeker2, 0, 0, 0
adiak, 1, 0, 0
adiak, 2, 0, 0
amdfftw, 0, 1, 5.128222227096558
brynet, 0, 1, 1.550243854522705
apcomp, 0, 1, 4.765451192855835
babelflow, 1, 0, 0
babelflow, 2, 0, 0
byobu, 0, 1, 1.239806890487671
aria2, 0, 1, 5.1057398319244385
bcache, 1, 0, 0
bcache, 2, 0, 0
barrnap, 1, 0, 0
barrnap, 2, 0, 0
brynet, 1, 0, 0
brynet, 2, 0, 0
blasr, 2, 0, 0
amgx, 0, 1, 5.159762382507324
bazel, 1, 0, 0
bazel, 2, 0, 0
adept-utils, 1, 0, 0
adept-utils, 2, 0, 0
byobu, 1, 0, 0
byobu, 2, 0, 0
cc65, 0, 1, 0.07777690887451172
cc65, 1, 0, 0
cc65, 2, 0, 0
cbflib, 0, 1, 0.33118176460266113
brpc, 0, 1, 1.9510650634765625
bedtools2, 0, 1, 4.036256313323975
cbflib, 1, 0, 0
cbflib, 2, 0, 0
axl, 0, 1, 5.103845119476318
amdfftw, 1, 0, 0
amdfftw, 2, 0, 0
cdbfasta, 0, 1, 0.1388835906982422
cdbfasta, 1, 0, 0
cdbfasta, 2, 0, 0
amrex, 0, 1, 5.428943634033203
bubblewrap, 0, 1, 1.8110966682434082
brpc, 1, 0, 0
brpc, 2, 0, 0
apcomp, 1, 0, 0
apcomp, 2, 0, 0
aria2, 1, 0, 0
aria2, 2, 0, 0
arborx, 0, 1, 5.462218999862671
bear, 0, 1, 4.330472946166992
cbc, 0, 1, 0.5796248912811279
cbc, 1, 0, 0
cbc, 2, 0, 0
braker, 0, 0, 0
athena, 0, 1, 5.503859519958496
bedtools2, 1, 0, 0
bedtools2, 2, 0, 0
amgx, 1, 0, 0
amgx, 2, 0, 0
bubblewrap, 1, 0, 0
bubblewrap, 2, 0, 0
cddlib, 0, 1, 0.16905736923217773
cddlib, 1, 0, 0
cddlib, 2, 0, 0
cdecimal, 0, 1, 0.17068886756896973
cdecimal, 1, 0, 0
cdecimal, 2, 0, 0
byacc, 0, 1, 1.7046031951904297
busco, 0, 0, 0
care, 0, 0, 0
alps, 2, 0, 0
c-ares, 0, 1, 1.563654899597168
abyss, 0, 1, 5.348877191543579
axl, 1, 0, 0
axl, 2, 0, 0
amdscalapack, 0, 1, 5.4611382484436035
arpack-ng, 0, 1, 5.727240324020386
bear, 1, 0, 0
bear, 2, 0, 0
care, 1, 0, 0
byacc, 1, 0, 0
byacc, 2, 0, 0
amrex, 1, 0, 0
amrex, 2, 0, 0
cdd, 0, 1, 0.4431920051574707
c-ares, 1, 0, 0
c-ares, 2, 0, 0
bcl2fastq2, 0, 1, 5.070458650588989
cdd, 1, 0, 0
cdd, 2, 0, 0
accfft, 0, 1, 5.481504917144775
care, 2, 0, 0
arborx, 1, 0, 0
arborx, 2, 0, 0
athena, 1, 0, 0
athena, 2, 0, 0
aomp, 2, 0, 0
brltty, 0, 1, 2.6566879749298096
charmpp, 0, 1, 0.10919928550720215
chapel, 0, 1, 0.1672229766845703
chapel, 1, 0, 0
chapel, 2, 0, 0
braker, 1, 0, 0
charmpp, 1, 0, 0
charmpp, 2, 0, 0
chaplin, 0, 1, 0.17401432991027832
abyss, 1, 0, 0
abyss, 2, 0, 0
chaplin, 1, 0, 0
chaplin, 2, 0, 0
amdscalapack, 1, 0, 0
amdscalapack, 2, 0, 0
arpack-ng, 1, 0, 0
arpack-ng, 2, 0, 0
changa, 0, 1, 0.308513879776001
brltty, 1, 0, 0
brltty, 2, 0, 0
changa, 1, 0, 0
changa, 2, 0, 0
bcl2fastq2, 1, 0, 0
bcl2fastq2, 2, 0, 0
busco, 1, 0, 0
blitz, 0, 1, 4.0375025272369385
cgl, 0, 1, 0.46956396102905273
cgl, 1, 0, 0
cgl, 2, 0, 0
accfft, 1, 0, 0
accfft, 2, 0, 0
c-blosc, 0, 1, 2.0623679161071777
blis, 0, 1, 4.075995683670044
